id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,platform,quote
22974,Bittensor,TAO,bittensor,88,2023-03-06T05:20:00.000Z,"ai-big-data, distributed-computing, oracles, dao, polkadot-ecosystem, polychain-capital-portfolio, dcg-portfolio, open-source, generative-ai, depin",21000000.0,7380936.0,7380936.0,N/A,"{'price': 293.1679871733661, 'volume_24h': 69299618.66845022, 'volume_change_24h': 3.2449, 'percent_change_1h': -1.48440877, 'percent_change_24h': -10.74873517, 'percent_change_7d': 17.22158284, 'percent_change_30d': 7.01210806, 'percent_change_60d': -7.94983194, 'percent_change_90d': 9.74307293, 'market_cap': 2163854150.575436, 'market_cap_dominance': 0.1065, 'fully_diluted_market_cap': 6156527730.64, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
3635,Cronos,CRO,cronos,249,2018-12-14T00:00:00.000Z,"medium-of-exchange, cosmos-ecosystem, centralized-exchange, mobile, payments, injective-ecosystem, layer-1",,26571560696.0,30000000000.0,N/A,"{'price': 0.07958916268141616, 'volume_24h': 4231415.61484424, 'volume_change_24h': 7.5634, 'percent_change_1h': -0.49939972, 'percent_change_24h': -4.02762443, 'percent_change_7d': 1.37712021, 'percent_change_30d': -9.45222324, 'percent_change_60d': -14.42083206, 'percent_change_90d': -12.93295317, 'market_cap': 2114808266.9330678, 'market_cap_dominance': 0.1041, 'fully_diluted_market_cap': 2387674880.44, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
7278,Aave,AAVE,aave,940,2020-10-02T00:00:00.000Z,"defi, dao, yield-farming, three-arrows-capital-portfolio, governance, lending-borowing, blockchain-capital-portfolio, defiance-capital-portfolio, framework-ventures-portfolio, alameda-research-portfolio, pantera-capital-portfolio, parafi-capital, polygon-ecosystem, fantom-ecosystem, optimism-ecosystem, standard-crypto-portfolio",,14931229.95084014,16000000.0,Ethereum,"{'price': 139.85073731457462, 'volume_24h': 264745663.28643814, 'volume_change_24h': 76.9297, 'percent_change_1h': -0.41824844, 'percent_change_24h': -2.80842945, 'percent_change_7d': 11.34200483, 'percent_change_30d': 22.82953702, 'percent_change_60d': 42.41672531, 'percent_change_90d': 76.88716744, 'market_cap': 2088143517.6384532, 'market_cap_dominance': 0.1029, 'fully_diluted_market_cap': 2237611797.03, 'tvl': 11621384051.8542, 'last_updated': '2024-09-16T02:24:00.000Z'}"
2280,Filecoin,FIL,filecoin,524,2017-12-13T00:00:00.000Z,"mineable, distributed-computing, filesharing, storage, polychain-capital-portfolio, blockchain-capital-portfolio, boostvc-portfolio, dcg-portfolio, hashkey-capital-portfolio, a16z-portfolio, winklevoss-capital-portfolio, pantera-capital-portfolio, web3, filecoin-ecosystem, sec-security-token, alleged-sec-securities, depin",,586092956.0,1959969792.0,N/A,"{'price': 3.4337946315197425, 'volume_24h': 80520776.12322883, 'volume_change_24h': 29.9851, 'percent_change_1h': -0.37312061, 'percent_change_24h': -6.58292995, 'percent_change_7d': 0.41395988, 'percent_change_30d': -1.92279812, 'percent_change_60d': -25.00485185, 'percent_change_90d': -21.42236788, 'market_cap': 2012522845.8843367, 'market_cap_dominance': 0.0991, 'fully_diluted_market_cap': 6730133749.71, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
10603,Immutable,IMX,immutable-x,315,2021-06-24T00:00:00.000Z,"collectibles-nfts, zero-knowledge-proofs, gaming, scaling, layer-2, rollups, arrington-xrp-capital-portfolio, alameda-research-portfolio",2000000000.0,1605299431.3898141,2000000000.0,Ethereum,"{'price': 1.2493881185716749, 'volume_24h': 27823797.05312048, 'volume_change_24h': 22.9462, 'percent_change_1h': -1.28608249, 'percent_change_24h': -6.20270278, 'percent_change_7d': 4.09967773, 'percent_change_30d': 11.61115427, 'percent_change_60d': -21.45370977, 'percent_change_90d': -17.35437825, 'market_cap': 2005642036.3282993, 'market_cap_dominance': 0.0988, 'fully_diluted_market_cap': 2498776237.14, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
4642,Hedera,HBAR,hedera,280,2019-09-17T00:00:00.000Z,"dag, marketplace, enterprise-solutions, payments, dcg-portfolio, hedera-hashgraph-ecosystem, layer-1",50000000000.0,36969175668.15791,50000000000.0,N/A,"{'price': 0.04951938112423676, 'volume_24h': 22024444.43859335, 'volume_change_24h': 32.1748, 'percent_change_1h': -0.48039706, 'percent_change_24h': -4.29667055, 'percent_change_7d': -0.62206225, 'percent_change_30d': -4.45774082, 'percent_change_60d': -34.32880659, 'percent_change_90d': -34.48851592, 'market_cap': 1830690699.760372, 'market_cap_dominance': 0.0901, 'fully_diluted_market_cap': 2475969056.21, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
27075,Mantle,MNT,mantle,92,2023-07-17T11:00:31.000Z,"ethereum-ecosystem, layer-2, dwf-labs-portfolio",6219316795.0,3266841707.8368406,6219316794.99,Ethereum,"{'price': 0.5504047685927885, 'volume_24h': 58562731.27354041, 'volume_change_24h': 22.6341, 'percent_change_1h': -0.41614095, 'percent_change_24h': -4.51380798, 'percent_change_7d': 0.26186437, 'percent_change_30d': -6.97441775, 'percent_change_60d': -28.52015281, 'percent_change_90d': -31.67814513, 'market_cap': 1798085254.2312064, 'market_cap_dominance': 0.0885, 'fully_diluted_market_cap': 3423141621.36, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
7226,Injective,INJ,injective,406,2020-09-29T00:00:00.000Z,"pos, platform, cosmos-ecosystem, ai-big-data, defi, smart-contracts, cosmos, binance-smart-chain, binance-launchpad, binance-labs-portfolio, cms-holdings-portfolio, pantera-capital-portfolio, web3, injective-ecosystem, layer-1",,97697779.71,100000000.0,Ethereum,"{'price': 18.232593218792587, 'volume_24h': 81505906.63879345, 'volume_change_24h': 46.6017, 'percent_change_1h': -1.41715871, 'percent_change_24h': -8.99254516, 'percent_change_7d': 12.97916241, 'percent_change_30d': 1.60196082, 'percent_change_60d': -28.90783158, 'percent_change_90d': -7.47745249, 'market_cap': 1781283875.8316379, 'market_cap_dominance': 0.0877, 'fully_diluted_market_cap': 1823259321.88, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
11841,Arbitrum,ARB,arbitrum,1005,2023-03-23T12:50:11.000Z,"scaling, dao, dapp, ethereum-ecosystem, polychain-capital-portfolio, layer-2, rollups, pantera-capital-portfolio, arbitrum-ecosytem, modular-blockchain, egirl-capital-portfolio",,3496129217.0,10000000000.0,Arbitrum,"{'price': 0.5035774955663452, 'volume_24h': 127566619.62114714, 'volume_change_24h': 67.7821, 'percent_change_1h': -0.48275468, 'percent_change_24h': -5.3678546, 'percent_change_7d': -1.67560812, 'percent_change_30d': -5.83200641, 'percent_change_60d': -33.08607705, 'percent_change_90d': -35.12499884, 'market_cap': 1760571995.2731876, 'market_cap_dominance': 0.0867, 'fully_diluted_market_cap': 5035774955.66, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
11840,Optimism,OP,optimism-ethereum,577,2022-05-31T16:19:46.000Z,"layer-2, optimism-ecosystem, modular-blockchain",4294967296.0,1187596466.0,4294967296.0,Optimism,"{'price': 1.4507119904562364, 'volume_24h': 96750318.31204031, 'volume_change_24h': 11.4146, 'percent_change_1h': -0.62156005, 'percent_change_24h': -8.19690995, 'percent_change_7d': 0.85705451, 'percent_change_30d': 12.35342045, 'percent_change_60d': -20.00305835, 'percent_change_90d': -17.77580541, 'market_cap': 1722860433.049652, 'market_cap_dominance': 0.0848, 'fully_diluted_market_cap': 6230760554.92, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
3077,VeChain,VET,vechain,295,2017-08-22T00:00:00.000Z,"logistics, data-provenance, iot, smart-contracts, fenbushi-capital-portfolio, real-world-assets",86712634466.0,80985041177.0,85985041177.0,N/A,"{'price': 0.021216691482503394, 'volume_24h': 11784379.87415377, 'volume_change_24h': 26.4308, 'percent_change_1h': -0.37452225, 'percent_change_24h': -5.24785135, 'percent_change_7d': 2.41089535, 'percent_change_30d': -3.10385078, 'percent_change_60d': -32.31090686, 'percent_change_90d': -15.54840059, 'market_cap': 1718234633.3502426, 'market_cap_dominance': 0.0847, 'fully_diluted_market_cap': 1839755213.1, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
3794,Cosmos,ATOM,cosmos,811,2019-03-14T00:00:00.000Z,"platform, cosmos-ecosystem, content-creation, interoperability, polychain-capital-portfolio, dragonfly-capital-portfolio, hashkey-capital-portfolio, 1confirmation-portfolio, paradigm-portfolio, exnetwork-capital-portfolio, injective-ecosystem, layer-1, sec-security-token, alleged-sec-securities",,390934204.0,390934204.0,N/A,"{'price': 3.9805092683374914, 'volume_24h': 71681959.30607374, 'volume_change_24h': 13.9779, 'percent_change_1h': -1.02968344, 'percent_change_24h': -6.11847584, 'percent_change_7d': 3.50674765, 'percent_change_30d': -12.70464051, 'percent_change_60d': -38.94871089, 'percent_change_90d': -38.62827031, 'market_cap': 1556117222.3321395, 'market_cap_dominance': 0.0766, 'fully_diluted_market_cap': 1556117222.33, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
28752,dogwifhat,WIF,dogwifhat,514,2023-12-19T09:08:50.000Z,"memes, solana-ecosystem, doggone-doggerel",,998845518.738737,998845518.738737,Solana,"{'price': 1.487120311121736, 'volume_24h': 169779361.3560696, 'volume_change_24h': 3.7895, 'percent_change_1h': 0.03215116, 'percent_change_24h': -5.81254211, 'percent_change_7d': -3.80226023, 'percent_change_30d': 4.77647315, 'percent_change_60d': -31.88764782, 'percent_change_90d': -29.54879295, 'market_cap': 1485403458.5893023, 'market_cap_dominance': 0.0731, 'fully_diluted_market_cap': 1485403458.59, 'tvl': None, 'last_updated': '2024-09-16T02:25:00.000Z'}"
1518,Maker,MKR,maker,505,2017-01-29T00:00:00.000Z,"store-of-value, defi, dao, polychain-capital-portfolio, governance, lending-borowing, dragonfly-capital-portfolio, electric-capital-portfolio, a16z-portfolio, 1confirmation-portfolio, placeholder-ventures-portfolio, pantera-capital-portfolio, paradigm-portfolio, near-protocol-ecosystem, arbitrum-ecosytem, spartan-group, bnb-chain, real-world-assets, standard-crypto-portfolio",1005577.0,933298.18329673,977631.03695089,Ethereum,"{'price': 1514.6338507592372, 'volume_24h': 37928784.35413678, 'volume_change_24h': -10.9137, 'percent_change_1h': -0.83655078, 'percent_change_24h': -6.00391287, 'percent_change_7d': -1.45330629, 'percent_change_30d': -23.22023297, 'percent_change_60d': -47.50212372, 'percent_change_90d': -30.81594162, 'market_cap': 1413605021.2733266, 'market_cap_dominance': 0.0696, 'fully_diluted_market_cap': 1523080963.74, 'tvl': 4094907302.75689, 'last_updated': '2024-09-16T02:24:00.000Z'}"
3513,Fantom,FTM,fantom,714,2018-10-29T00:00:00.000Z,"platform, enterprise-solutions, defi, research, scaling, smart-contracts, fantom-ecosystem, injective-ecosystem, layer-1",,2803634835.5265927,3175000000.0,N/A,"{'price': 0.49103441157646416, 'volume_24h': 189977870.2412375, 'volume_change_24h': 115.1654, 'percent_change_1h': -1.29204713, 'percent_change_24h': 2.69049051, 'percent_change_7d': 16.25321797, 'percent_change_30d': 33.68201477, 'percent_change_60d': -4.03330583, 'percent_change_90d': -1.93376922, 'market_cap': 1376681181.7380774, 'market_cap_dominance': 0.0678, 'fully_diluted_market_cap': 1559034256.76, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
6719,The Graph,GRT,the-graph,505,2020-12-17T00:00:00.000Z,"ai-big-data, enterprise-solutions, defi, coinbase-ventures-portfolio, solana-ecosystem, analytics, coinfund-portfolio, dcg-portfolio, fabric-ventures-portfolio, framework-ventures-portfolio, ledgerprime-portfolio, multicoin-capital-portfolio, parafi-capital, polygon-ecosystem, fantom-ecosystem, web3, near-protocol-ecosystem, arbitrum-ecosytem, spartan-group, injective-ecosystem",,9548531509.165474,10799706720.163599,Ethereum,"{'price': 0.13996106631286423, 'volume_24h': 29595516.98210898, 'volume_change_24h': 7.6542, 'percent_change_1h': -0.56648792, 'percent_change_24h': -6.24673379, 'percent_change_7d': 2.14560203, 'percent_change_30d': 2.26426524, 'percent_change_60d': -33.50604488, 'percent_change_90d': -29.44594, 'market_cap': 1336422651.7447824, 'market_cap_dominance': 0.0658, 'fully_diluted_market_cap': 1511538468.42, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
4157,THORChain,RUNE,thorchain,198,2019-07-23T00:00:00.000Z,"cosmos-ecosystem, decentralized-exchange-dex-token, defi, dex, multicoin-capital-portfolio, exnetwork-capital-portfolio, injective-ecosystem",,335493716.0,413793585.0,N/A,"{'price': 3.871236322985157, 'volume_24h': 104846965.8594184, 'volume_change_24h': 57.5146, 'percent_change_1h': -0.34477294, 'percent_change_24h': -3.40465999, 'percent_change_7d': 7.84472052, 'percent_change_30d': 3.92731319, 'percent_change_60d': -10.09599213, 'percent_change_90d': -3.80761187, 'market_cap': 1298775459.5124664, 'market_cap_dominance': 0.064, 'fully_diluted_market_cap': 1601892756.47, 'tvl': 222706092.05923, 'last_updated': '2024-09-16T02:24:00.000Z'}"
11092,Bitget Token,BGB,bitget-token-new,18,2021-07-29T00:00:00.000Z,centralized-exchange,2000000000.0,1400000000.0,2000000000.0,Ethereum,"{'price': 0.9237484597875543, 'volume_24h': 21412838.8850623, 'volume_change_24h': -11.3652, 'percent_change_1h': -1.15361353, 'percent_change_24h': -2.33784972, 'percent_change_7d': -1.64876055, 'percent_change_30d': -0.39601235, 'percent_change_60d': -15.71152504, 'percent_change_90d': -17.01195708, 'market_cap': 1293247843.702576, 'market_cap_dominance': 0.0637, 'fully_diluted_market_cap': 1847496919.58, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
2416,Theta Network,THETA,theta-network,212,2018-01-17T00:00:00.000Z,"media, vr-ar, ai-big-data, distributed-computing, content-creation, entertainment, sharing-economy, smart-contracts, video, huobi-capital-portfolio, web3, layer-1",1000000000.0,1000000000.0,1000000000.0,N/A,"{'price': 1.2923896623123108, 'volume_24h': 19319464.52365512, 'volume_change_24h': 20.3141, 'percent_change_1h': -0.42166074, 'percent_change_24h': -1.20204204, 'percent_change_7d': 11.80850585, 'percent_change_30d': 12.78280947, 'percent_change_60d': -13.89541395, 'percent_change_90d': -7.56864356, 'market_cap': 1292389662.3123107, 'market_cap_dominance': 0.0636, 'fully_diluted_market_cap': 1292389662.31, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
5632,Arweave,AR,arweave,165,2020-05-27T00:00:00.000Z,"distributed-computing, filesharing, storage, coinbase-ventures-portfolio, solana-ecosystem, arrington-xrp-capital-portfolio, blockchain-capital-portfolio, a16z-portfolio, multicoin-capital-portfolio, web3, egirl-capital-portfolio, depin",66000000.0,65652466.0,65652466.0,N/A,"{'price': 18.8325199761071, 'volume_24h': 43002166.58721458, 'volume_change_24h': 51.8301, 'percent_change_1h': -0.3269012, 'percent_change_24h': -6.68796565, 'percent_change_7d': -7.28282588, 'percent_change_30d': -12.63148929, 'percent_change_60d': -37.98757317, 'percent_change_90d': -22.18798124, 'market_cap': 1236401377.4256923, 'market_cap_dominance': 0.0609, 'fully_diluted_market_cap': 1242946318.42, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
3890,Polygon,MATIC,polygon,1444,2019-04-28T00:00:00.000Z,"pos, platform, enterprise-solutions, zero-knowledge-proofs, scaling, state-channel, coinbase-ventures-portfolio, layer-2, binance-launchpad, binance-labs-portfolio, polygon-ecosystem, moonriver-ecosystem, injective-ecosystem, ftx-bankruptcy-estate, sec-security-token, alleged-sec-securities, modular-blockchain, standard-crypto-portfolio",,3141291426.7729187,10000000000.0,N/A,"{'price': 0.3797307070084914, 'volume_24h': 41736627.15462586, 'volume_change_24h': -0.8444, 'percent_change_1h': -0.5312878, 'percent_change_24h': -0.48845236, 'percent_change_7d': 0.91921421, 'percent_change_30d': -6.00304664, 'percent_change_60d': -30.2903913, 'percent_change_90d': -29.80825599, 'market_cap': 1192844814.408193, 'market_cap_dominance': 0.0587, 'fully_diluted_market_cap': 3797307070.08, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
5665,Helium,HNT,helium,156,2020-06-05T00:00:00.000Z,"mineable, enterprise-solutions, distributed-computing, iot, solana-ecosystem, usv-portfolio, multicoin-capital-portfolio, web3, depin",,160875441.82421333,160875441.82421333,N/A,"{'price': 7.307837368998513, 'volume_24h': 16776611.54362938, 'volume_change_24h': -7.9669, 'percent_change_1h': -0.2783968, 'percent_change_24h': 2.32748204, 'percent_change_7d': -12.2626823, 'percent_change_30d': 6.60179208, 'percent_change_60d': 73.28960064, 'percent_change_90d': 152.36991315, 'market_cap': 1175651565.5171325, 'market_cap_dominance': 0.0579, 'fully_diluted_market_cap': 1175651565.52, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
23095,Bonk,BONK,bonk1,509,2022-12-30T06:58:50.000Z,"memes, solana-ecosystem, doggone-doggerel, dwf-labs-portfolio, cmc-crypto-awards-2024",,70399223299911.61,92879042125621.84,Ethereum,"{'price': 1.618933004165369e-05, 'volume_24h': 64160210.34501646, 'volume_change_24h': 13.7033, 'percent_change_1h': -1.00709365, 'percent_change_24h': -6.7083541, 'percent_change_7d': -1.01625805, 'percent_change_30d': -8.66786178, 'percent_change_60d': -40.35341453, 'percent_change_90d': -21.86342661, 'market_cap': 1139716260.6783454, 'market_cap_dominance': 0.0561, 'fully_diluted_market_cap': 1503649466.92, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
10804,FLOKI,FLOKI,floki-inu,538,2021-07-09T00:00:00.000Z,"gaming, memes, metaverse, doggone-doggerel, play-to-earn, bnb-chain, dwf-labs-portfolio, paal-ecosystem, tokenfi-launchpad",,9585229071324.57,9687618752026.59,Ethereum,"{'price': 0.0001187886245636687, 'volume_24h': 107059185.20558555, 'volume_change_24h': 1.7233, 'percent_change_1h': -0.53423253, 'percent_change_24h': -5.88516926, 'percent_change_7d': -3.41566901, 'percent_change_30d': 4.40115665, 'percent_change_60d': -34.30011549, 'percent_change_90d': -28.41950187, 'market_cap': 1138616177.510337, 'market_cap_dominance': 0.0561, 'fully_diluted_market_cap': 1150778906.85, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
